longitude,latitude,trace_type,distance,cumulative_distance,curvature
-90.13482090625065,38.64875729326726,racing_line,3.493578563653411e-05,0.0028096311571869466,0.17146843552770052
-90.13484514266612,38.64873292218428,racing_line,3.437082367971155e-05,0.002844001980866658,0.1410624953376609
-90.13487256688313,38.64871219912395,racing_line,3.4373433172279483e-05,0.0028783754140389375,0.10616989418391265
-90.1349023934583,38.64869428220979,racing_line,3.4794258140397715e-05,0.0029131696721793354,0.06713193395612338
-90.1349331724414,38.6486784999427,racing_line,3.458938788854658e-05,0.002947759060067882,0.06223095544383117
-90.13496472570161,38.64866472684705,racing_line,3.442827898420451e-05,0.0029821873390520866,0.06266589957263413
-90.13499697461519,38.648652994985696,racing_line,3.4316599456073195e-05,0.00301650393850816,0.06397666615026187
-90.13503024191446,38.648643250977536,racing_line,3.466495198216588e-05,0.003051168890490326,0.06100673626106534
-90.13506398754183,38.648635565634564,racing_line,3.460970763666993e-05,0.003085778598126996,0.05178467239323403
-90.13509747185793,38.64862974404846,racing_line,3.39866192755893e-05,0.003119765217402585,0.0477632797283527
-90.13513144768541,38.648625496340635,racing_line,3.4240325269849145e-05,0.0031540055426724344,0.030976822016545835
-90.13516572041773,38.64862228595044,racing_line,3.44227655193269e-05,0.0031884283081917613,0.013560933136082198
-90.13519978236691,38.64861956070685,racing_line,3.417079651583348e-05,0.0032225991047075946,0.0074422809190393124
-90.13523402570227,38.64861707728283,racing_line,3.433326974950594e-05,0.0032569323744571005,0.00790553204684663
-90.13526863018399,38.64861429249827,racing_line,3.4716353201137016e-05,0.0032916487276582374,0.022073462268411337
-90.13530326509499,38.6486107343067,racing_line,3.481720533681331e-05,0.003326465932995051,0.03472632511260265
-90.13533786422816,38.64860596076995,racing_line,3.492687603297737e-05,0.003361392809028028,0.045729886789596996
-90.13537125420532,38.6485997870934,racing_line,3.395592521141261e-05,0.003395348734239441,0.06198825424643806
-90.13540483965953,38.64859139640727,racing_line,3.461771725440448e-05,0.0034299664514938454,0.10142304662151558
